placette,T_type,F_type,intercept,slope,R2,R2a,R,se,AIC,intercept_se,intercept_p,slope_se,slope_p,equation,a,b,Q10
p01,Tsurf,GPP,2.36301536652178,-9.70244072983048,0.511472279531135,0.484331850616198,-0.715172901843418,0.738485892831167,48.5241998287891,0.242175285511684,1.30140722387524e-08,2.23500398217611,0.000393543222839571,arrhenius,10.6229352500793,80.6706717798351,NA
p01,Tsurf,NEE,-1.12616430714687,0.245350588240135,0.455227770647532,0.424962646794617,0.674705691874266,2.00915802411651,88.5589606484797,1.20679829196413,0.363075053899141,0.0632621514305383,0.00110137316019474,linear,-1.12616430714687,0.245350588240135,NA
p01,Tsurf,NEE,-0.623240801165486,0.0887862630732162,0.517500562595467,0.485333933435165,0.719375119527682,0.595334707961717,34.4826657935931,0.448739676756848,0.185150198377926,0.0221356938860989,0.00113367168482583,exponential,0.536203888544431,0.0887862630732162,2.42993043830835
p01,Tsurf,NEE,1.60355166020071,-7.28234549782748,0.473072529483789,0.437944031449375,-0.687802682085341,0.622140132247028,35.9800794657981,0.207484213863759,1.31384844576748e-06,1.98443649357107,0.00227593761802153,arrhenius,4.9706551890407,60.5488577360126,NA
p01,T5,ER,-1.41738429300013,0.354285294315271,0.893532109489981,0.887617226683869,0.94526827381965,0.814898924285128,52.4626833064563,0.461512578008338,0.00658120300650466,0.0288251194888385,3.42873510630206e-10,linear,-1.41738429300013,0.354285294315271,NA
p01,T5,ER,-0.712753253957758,0.120455137619497,0.84267521358961,0.833934947677921,0.917973427496466,0.346808848335047,18.2910702081907,0.196412881280486,0.00191990994250747,0.0122675416485718,1.1820789438086e-08,exponential,0.490292437851152,0.120455137619497,3.33526246424674
p01,T5,ER,1.80007091171634,-7.70785294987532,0.640163871920252,0.620172975915822,-0.800102413394843,0.524498169028061,34.8377973333451,0.175778881539003,6.18722615869268e-09,1.36208424692027,2.2832592526753e-05,arrhenius,6.05007647050853,64.0867275318558,NA
p01,T5,GPP,-1.75817063876892,0.596199244241411,0.711502012377342,0.695474346398306,0.843505786807264,2.52971225445029,97.7745535291278,1.4326856857675,0.235562081758973,0.0894825797823664,2.98562671092285e-06,linear,-1.75817063876892,0.596199244241411,NA
p01,T5,GPP,-0.395062716070207,0.135218442985953,0.727226034232865,0.71207192502358,0.852775488761764,0.551822057852743,36.869145269579,0.312520746968586,0.222313408543694,0.0195193983942682,1.78582336932433e-06,exponential,0.673637790009096,0.135218442985953,3.86586101621604
p01,T5,GPP,2.43803662469673,-8.78047007659966,0.568915605536105,0.544966472510333,-0.754264943859984,0.693711267047335,46.0223531445009,0.232488496306002,4.27714364871915e-09,1.80151856489269,0.000122058930219128,arrhenius,11.4505369568648,73.0049725987257,NA
p01,T5,NEE,-0.340786345768794,0.24191394992614,0.350672205548666,0.314598439190259,0.59217582317135,2.19350491816482,92.0703583660555,1.24227690022328,0.786959159483492,0.077590041514563,0.00594261229465582,linear,-0.340786345768794,0.24191394992614,NA
p01,T5,NEE,-0.345982470267314,0.0890512702478763,0.417603379297366,0.37877693791719,0.646222391516547,0.654066973144303,37.6815887688886,0.463108075326949,0.466560736783623,0.0271532557524035,0.00506664235604794,exponential,0.70752488971998,0.0890512702478763,2.43637846840666
p01,T5,NEE,1.63893815289953,-6.58835461938934,0.479065498242534,0.444336531458703,-0.692145575903317,0.618592083739376,35.7856233590951,0.212323681548857,1.3336304785119e-06,1.77388495881998,0.00207827929268813,arrhenius,5.14969841568378,54.7786900089833,NA
p01,T10,ER,-1.63507431587826,0.404864034470975,0.903745812627604,0.898398357773582,0.950655464733467,0.774826089786783,50.4456640116137,0.45213929471889,0.00197426121376358,0.0311429402735976,1.37639372741116e-10,linear,-1.63507431587826,0.404864034470975,NA
p01,T10,ER,-0.799289722617094,0.138585499108288,0.863911257593467,0.856350771904215,0.929468266049717,0.32255419487401,15.3909665852897,0.188222141847452,0.000485393730754176,0.0129645686411049,3.17013541597299e-09,exponential,0.449648225686633,0.138585499108288,3.99824290588746
p01,T10,ER,2.1890459849974,-11.6016992424512,0.8002874406465,0.789192298460194,-0.894587860775285,0.390745767572954,23.0624053635762,0.159166526855612,5.45579388186452e-11,1.36604510129508,1.03520175193491e-07,arrhenius,8.92669285221126,96.4620035037815,NA
p01,T10,GPP,-2.34825143037679,0.697999379149816,0.755313683118277,0.74171999884707,0.869087845455381,2.32972452977118,94.4803323359169,1.35947926852838,0.101230098434053,0.0936396861708216,6.60545135916529e-07,linear,-2.34825143037679,0.697999379149816,NA
p01,T10,GPP,-0.528436625048326,0.158272722244704,0.771673683953796,0.758988888617895,0.878449591014644,0.504865369952543,33.3117918389226,0.294607364552153,0.0896787967844765,0.0202922852881303,3.51024057389046e-07,exponential,0.589525899636222,0.158272722244704,4.86821442708478
p01,T10,GPP,2.97573347090897,-14.1874416728595,0.819594370410962,0.809571835433793,-0.905314514636191,0.448768784252687,28.6004317751583,0.182801644133943,3.25542930936997e-12,1.56889325545433,4.10259672269322e-08,arrhenius,19.6039969390645,117.961086540624,NA
p01,T10,NEE,-0.713177114498536,0.293135344678841,0.398785980328985,0.365385201458373,0.631495035870422,2.11067402503762,90.5306245999372,1.23165530645025,0.569738501509028,0.0848352888025092,0.00282306570956723,linear,-0.713177114498536,0.293135344678841,NA
p01,T10,NEE,-0.502227841259501,0.108174185379376,0.450675189956086,0.414053535953159,0.671323461496831,0.635224739897173,36.6877383641085,0.476869687462675,0.30893063883158,0.0308361951664452,0.00317087510579282,exponential,0.60518090975636,0.108174185379376,2.94981322206712
p01,T10,NEE,2.11909006807272,-12.6720680334491,0.576124711939455,0.547866359402086,-0.759028795197821,0.557996976774738,32.2804777229554,0.266793703029069,9.40543457119282e-07,2.8064845991004,0.000410604556684276,arrhenius,8.3235601676426,105.361554846208,NA
p01,T15,ER,-2.0411356640638,0.448350983514507,0.899808926459713,0.894242755707475,0.948582588106968,0.790512851801742,51.2473964289883,0.49181365238643,0.00060117775944452,0.0352631610530336,1.97821100216763e-10,linear,-2.0411356640638,0.448350983514507,NA
p01,T15,ER,-0.949978815296023,0.154369622414219,0.870248692093842,0.863040286099056,0.932871208738828,0.314954244909607,14.4372148165448,0.195947222326061,0.000129109144794134,0.0140494645182182,2.05718642767343e-09,exponential,0.386749216535383,0.154369622414219,4.6818635454425
p01,T15,ER,2.31754764060445,-13.132208007372,0.772566108198669,0.759930891987484,-0.87895739839805,0.416983802558364,25.662014986093,0.185992205704824,2.74605578760269e-10,1.67942752195587,3.38695450182976e-07,arrhenius,10.1507504691767,109.18737577547,NA
p01,T15,GPP,-3.52911217927001,0.80991413163982,0.825622226168725,0.815934572066987,0.908637565902227,1.96673250226032,87.7052725113844,1.22359287771116,0.00987610310399594,0.0877319132982735,3.01176942879242e-08,linear,-3.52911217927001,0.80991413163982,NA
p01,T15,GPP,-0.7767415799953,0.182154603169302,0.829827818278188,0.820373808182531,0.910948856016729,0.435854847965647,27.4324906721335,0.271164933245232,0.0103058460953573,0.0194425930767951,2.41225286596159e-08,exponential,0.459902126785314,0.182154603169302,6.18140771848578
p01,T15,GPP,3.21786623749154,-16.9459972648903,0.881013174174502,0.874402794961974,-0.938623020266657,0.364457621942674,20.2765311020579,0.162563333575924,1.15110237026332e-13,1.4678751479596,9.3839130285684e-10,arrhenius,24.9747730521304,140.897019771007,NA
p01,T15,NEE,-1.48797651520622,0.361563148125312,0.492558672249084,0.464367487374033,0.701825243382627,1.93909699462583,87.1392269360013,1.20639958361823,0.23329008190886,0.0864991498406318,0.000562722155286561,linear,-1.48797651520622,0.361563148125312,NA
p01,T15,NEE,-0.837761068607737,0.134951601933425,0.523373183575615,0.491598062480656,0.723445356316298,0.591700632700787,34.2744850585075,0.494064480486049,0.110602490921866,0.0332518580630836,0.00102944394888897,exponential,0.432678176522577,0.134951601933425,3.85555906302409
p01,T15,NEE,2.69175398856643,-20.3244260949031,0.656079224695373,0.633151173008397,-0.809987175636363,0.502622588620584,28.7270025129159,0.324868075061398,5.57482199455672e-07,3.79947616464115,8.11031767999891e-05,arrhenius,14.7575377856491,168.986871682141,NA
p01,T20,ER,-2.29422030019819,0.470871824174455,0.897001368454793,0.891279222257837,0.947101561847932,0.801512218350455,51.8001285072776,0.518253675639222,0.000325567699610203,0.0376084665700864,2.54038381116237e-10,linear,-2.29422030019819,0.470871824174455,NA
p01,T20,ER,-1.03041336903903,0.161605196400934,0.861993501956447,0.85432647428736,0.928436051624691,0.324818952728583,15.6708381990241,0.210026263249385,0.00011380682559238,0.0152411185323716,3.59917004695703e-09,exponential,0.356859415442325,0.161605196400934,5.03317986358446
p01,T20,ER,2.4170309463857,-14.4644684035022,0.758531843428271,0.745116945840953,-0.870937336108787,0.429656639406463,26.859574923667,0.204547288216571,6.46490049182629e-10,1.92357555430961,5.85254711616663e-07,arrhenius,11.2125192743129,120.264417535804,NA
p01,T20,GPP,-4.2321048957442,0.869607512742957,0.860247941884309,0.85248393865566,0.92749552122062,1.76067353656403,83.2781880979109,1.13844244795535,0.00157618563628229,0.0826141265531546,4.03386413512678e-09,linear,-4.2321048957442,0.869607512742957,NA
p01,T20,GPP,-0.908399739737648,0.193534440834556,0.846638212344261,0.838118113030053,0.920129454122767,0.413767312606673,25.3522706147047,0.267539815000064,0.00322431893404744,0.019414743515686,9.37613167481216e-09,exponential,0.403168883227664,0.193534440834556,6.92642916463817
p01,T20,GPP,3.37866036220652,-19.0105027969812,0.897313212746471,0.891608391232387,-0.947266178403131,0.338574994996644,17.3299446062947,0.161185911569229,4.2767361513682e-14,1.51580244302922,2.47161071227367e-10,arrhenius,29.3314512613427,158.062293211422,NA
p01,T20,NEE,-1.93788459554601,0.398735688568503,0.541419037715007,0.515942317588063,0.735811822217479,1.84337896129114,85.1143421958551,1.19191934996483,0.12136071397657,0.0864948212322894,0.000217446596194031,linear,-1.93788459554601,0.398735688568503,NA
p01,T20,NEE,-1.00248016337587,0.14763662692108,0.549738616474562,0.5197211909062,0.741443603030306,0.575102357265181,33.3070904914108,0.506424943066926,0.0664119306018748,0.0344986986372061,0.000658435508509823,exponential,0.366968170571814,0.14763662692108,4.37701186607201
p01,T20,NEE,2.96586332713235,-24.0928358885207,0.669189078691024,0.647135017270425,-0.818039778183814,0.492949824551387,28.06630857893,0.362473320064725,6.51723872129193e-07,4.37378861698531,6.00938230395325e-05,arrhenius,19.4114544448473,200.3192093957,NA
p01,T25,ER,-2.98400697838146,0.52112349662562,0.88603177121312,0.879327757755068,0.941292606585816,0.829965421240665,50.7242700665069,0.632694068385394,0.000199177293004984,0.0453297627952141,1.93362847042082e-09,linear,-2.98400697838146,0.52112349662562,NA
p01,T25,ER,-1.15403688561425,0.171407683870512,0.821746586867019,0.811261091976844,0.906502392091173,0.354513151456304,18.400003461235,0.270250256638073,0.000517057349904084,0.019362248898606,8.95255671572699e-08,exponential,0.315361119518468,0.171407683870512,5.5515481716456
p01,T25,ER,2.84468029818703,-20.1377373870007,0.786488105955172,0.773928582776065,-0.886841646493427,0.387993509268799,21.8292438035601,0.234546262466009,8.54845947850905e-10,2.5447854282797,4.23208886324938e-07,arrhenius,17.1960601784186,167.434653647571,NA
p01,T25,GPP,-5.40539569356852,0.958392430941616,0.866154750361623,0.858281500382895,0.930674352478686,1.67301256240209,77.3621625682716,1.27536051198827,0.000553884337096393,0.0913740026587322,7.65930752531521e-09,linear,-5.40539569356852,0.958392430941616,NA
p01,T25,GPP,-0.860099668165574,0.192943984097195,0.823864890601324,0.813504001813167,0.907670033988852,0.396167005334361,22.6214390071126,0.302003562980214,0.01112162134485,0.0216372344190585,8.0783909242801e-08,exponential,0.423119908630986,0.192943984097195,6.88565210090765
p01,T25,GPP,3.77533109397793,-24.2428710198483,0.901893154989771,0.896122164106816,-0.949680554181126,0.295668454141739,11.5027486829018,0.178734770534534,1.22370417450404e-13,1.93924062059661,5.36714800265544e-10,arrhenius,43.6119455780929,201.56667229414,NA
p01,T25,NEE,-2.42138871518706,0.437268934315995,0.53012669586954,0.502487089744219,0.728097998808911,1.82810553662926,80.7310249752312,1.39359002171301,0.10037640054554,0.0998446299318691,0.000408788169175981,linear,-2.42138871518706,0.437268934315995,NA
p01,T25,NEE,-1.16063617292326,0.15970946756359,0.562070832067686,0.532875554205532,0.749713833450928,0.567171935235603,32.8349820266159,0.529068827557028,0.0444234401330675,0.0363991669225062,0.000529777610696943,exponential,0.313286812885497,0.15970946756359,4.93866314243631
p01,T25,NEE,3.1601370537029,-26.8187591825384,0.663458296626333,0.641022183068089,-0.814529494018684,0.497201283687248,28.3582852231915,0.40091799983462,1.03311705465025e-06,4.93180254782509,6.86035998514148e-05,arrhenius,23.5738265879015,222.983822297959,NA
p01,T30,ER,-2.65505071091523,0.503254240912427,0.861257411096934,0.853549489491208,0.928039552549854,0.930249225027385,57.7582212216027,0.64459484284897,0.000644479427424084,0.0476090594572797,3.77710802743622e-09,linear,-2.65505071091523,0.503254240912427,NA
p01,T30,ER,-1.14618665450864,0.172089619581247,0.821623942270801,0.811714161285846,0.906434742422642,0.369283475618703,20.8027028843233,0.255886506034071,0.000289957542027862,0.0188994932479564,3.70137004397816e-08,exponential,0.31784651990835,0.172089619581247,5.58953553862478
p01,T30,ER,2.52628724413713,-16.0395274317724,0.707459779100631,0.691207544606222,-0.84110628288025,0.472916412541868,30.6968660639471,0.246234669561747,6.01082329847331e-09,2.43106869825769,3.39232673428723e-06,arrhenius,12.5069844484351,133.360201724703,NA
p01,T30,GPP,-5.26384367183578,0.957921491678347,0.877419532588487,0.870609506621181,0.936706748448247,1.6489609349122,80.6561451401656,1.14260962127921,0.000218921842141946,0.0843918780912239,1.22878270357366e-09,linear,-5.26384367183578,0.957921491678347,NA
p01,T30,GPP,-1.12032670008195,0.211808605566532,0.852391150177508,0.844190658520703,0.923250318265587,0.40593247401084,24.5875928796911,0.281281588043901,0.000872362523247149,0.0207751458113322,6.62638839819617e-09,exponential,0.326173216397902,0.211808605566532,8.31520740380153
p01,T30,GPP,3.57217941488864,-21.6263862942831,0.88079435387163,0.874171817975609,-0.938506448497628,0.364792592198214,20.313277916537,0.189937547135876,2.77709104952077e-13,1.87524862476801,9.54143048807126e-10,arrhenius,35.5940829540795,179.811983305001,NA
p01,T30,NEE,-2.60879296092055,0.454667250765921,0.591726528689005,0.569044669171727,0.769237628232658,1.73933083631244,82.7903495120653,1.20522936964788,0.0441076040403605,0.0890169031846723,7.35882104674936e-05,linear,-2.60879296092055,0.454667250765921,NA
p01,T30,NEE,-1.25930222016206,0.167511586373609,0.561070579675509,0.531808618320543,0.749046446941382,0.56781929050655,32.8737666112008,0.551902709333526,0.0375236296819788,0.038254965921585,0.000539316135643164,exponential,0.283852023631581,0.167511586373609,5.33941375766185
p01,T30,NEE,3.30197010852469,-28.7844824082841,0.64751946284268,0.624020760365525,-0.804685940502678,0.508838973462208,29.1449318812056,0.440738988338545,1.91356504019698e-06,5.48345081656426,9.80641559827945e-05,arrhenius,27.1661064128095,239.327773018171,NA
p01,T40,ER,-2.80566015432889,0.526091075385126,0.807835715242659,0.797159921645029,0.89879681532739,1.09478983593333,64.2728275827476,0.797216488374225,0.0024493459747021,0.0604782887098769,7.28841082925965e-08,linear,-2.80566015432889,0.526091075385126,NA
p01,T40,ER,-1.18111421370523,0.178577603358332,0.759382899303971,0.746015282598636,0.871425785310471,0.428898807450457,26.7889602971478,0.312320401524414,0.00136585461283664,0.0236931921113398,5.66671062979737e-07,exponential,0.306936555087438,0.178577603358332,5.96420657674199
p01,T40,ER,2.64074012117113,-17.3184890004636,0.67162658812853,0.653383620802338,-0.819528271707896,0.501043677916898,33.0078510059703,0.283721035106716,2.66320327794417e-08,2.85426175284439,9.81598334662523e-06,arrhenius,14.0235789154179,143.994091876663,NA
p01,T40,GPP,-5.88032857778162,1.02768025681976,0.866775417812835,0.85937405213577,0.93100774315407,1.71906347896402,82.3215171575505,1.25180715513651,0.000179441707168875,0.0949643611760042,2.6139597082659e-09,linear,-5.88032857778162,1.02768025681976,NA
p01,T40,GPP,-1.23348885902455,0.225387759209064,0.828429350660682,0.818897647919609,0.910180943912078,0.437642101714844,27.5961781349424,0.318687192776485,0.00112064525945879,0.0241761884430934,2.59858349975406e-08,exponential,0.291274586929114,0.225387759209064,9.52459682554979
p01,T40,GPP,3.76340793552843,-23.754993541746,0.865377721620542,0.857898706155017,-0.93025680412483,0.38766452945535,22.7457338886451,0.21951894898367,1.35211835138135e-12,2.20838239883419,2.87344786216983e-09,arrhenius,43.0950411311405,197.510228663028,NA
p01,T40,NEE,-3.07466842345273,0.501589181434632,0.618120447674677,0.596904916989937,0.786206364560016,1.68216974750671,81.4537100749637,1.2249414590275,0.0218464074047796,0.0929262807431897,3.95808236929789e-05,linear,-3.07466842345273,0.501589181434632,NA
p01,T40,NEE,-1.40099023660663,0.181943501695946,0.556116042962654,0.526523779160164,0.745731884099543,0.571015005992292,33.064583856598,0.589037540865406,0.0311071166411482,0.0419703829549047,0.000588829810556216,exponential,0.246352895463541,0.181943501695946,6.16837243939191
p01,T40,NEE,3.48319406653756,-30.7476998894158,0.618077561889703,0.592616066015683,-0.786179090213994,0.529663912254612,30.5087082510883,0.504213343344688,4.99199033273549e-06,6.24069707342928,0.000182503485312386,arrhenius,32.5635663424278,255.650889794951,NA
p01,T50,ER,-3.3728333162966,0.565517516145006,0.715532980887055,0.695213908093273,0.845891825759686,1.26385370521633,56.7628283639904,1.26179961824911,0.0181916793181836,0.0952978660991974,3.64566200101034e-05,linear,-3.3728333162966,0.565517516145006,NA
p01,T50,ER,-1.44802714265767,0.198765023999434,0.644741904570805,0.619366326325863,0.802958220937307,0.522960178559828,28.5255321169725,0.522110233916139,0.0149416493958507,0.039432561589932,0.000180416286113617,exponential,0.235033518602563,0.198765023999434,7.2983641937376
p01,T50,ER,3.15821964349377,-24.3466498786911,0.628575874911846,0.602045580262692,-0.792827771279391,0.534726470136887,29.2375329053005,0.443497076140087,5.16272326550275e-06,5.00185839800879,0.000248959974445127,arrhenius,23.5286691985882,202.42953871018,NA
p01,T50,GPP,-6.90007905240045,1.12342124312485,0.80396176541542,0.789959034373664,0.896639150057268,1.96627807998277,70.9060893812403,1.96308237294693,0.00343192976804528,0.14826249621028,2.56143369042515e-06,linear,-6.90007905240045,1.12342124312485,NA
p01,T50,GPP,-1.22915612416715,0.231429510544349,0.723766246308205,0.704035263901648,0.850744524700691,0.506766104182566,27.5189479066054,0.505942479070154,0.0291743910013871,0.0382114861401112,2.95391043988964e-05,exponential,0.292539340427201,0.231429510544349,10.1177884305191
p01,T50,GPP,4.29399056991888,-30.2393284966254,0.802931430232156,0.788855103820167,-0.896064411876822,0.428033606660563,22.1158166606234,0.355007024423272,8.44779906092402e-09,4.00384796652586,2.65862433540731e-06,arrhenius,73.2582280501764,251.424050083994,NA
p01,T50,NEE,-3.52724573610385,0.557903726979845,0.546746519737614,0.514371271147444,0.739423099272408,1.8004722611897,68.0870987107152,1.79754603120652,0.0699238825758677,0.135760304973593,0.00106229475511978,linear,-3.52724573610385,0.557903726979845,NA
p01,T50,NEE,-1.60749604935041,0.203568010909063,0.533479190703662,0.497592974603943,0.730396598228429,0.603274906146269,31.2601746798918,0.716872124301311,0.0430084526643816,0.0527976539613863,0.00198623529428151,exponential,0.200388749944162,0.203568010909063,7.65745826188264
p01,T50,NEE,3.68207024975601,-32.5592846925832,0.580993561004605,0.548762296466498,-0.762229336226706,0.571728838631329,29.6489295913194,0.628008095249694,5.56390601813964e-05,7.66880805542147,0.000954838159978748,arrhenius,39.7285570298036,270.713260916511,NA
p01,T60,ER,-3.16098582570029,0.580804861133846,0.669436601436019,0.651071968182464,0.818191054360789,1.43589208743287,75.1217838060316,1.19588054902945,0.0165235691945554,0.0961981334979293,1.04358633736824e-05,linear,-3.16098582570029,0.580804861133846,NA
p01,T60,ER,-1.26417355464823,0.194013810026995,0.609424499192191,0.587725860258424,0.780656454013025,0.546442026294502,36.4772486631941,0.455103413506612,0.0124136029937989,0.0366090902334713,4.87670882051796e-05,exponential,0.282472647907866,0.194013810026995,6.95971204238547
p01,T60,ER,2.93126656091205,-20.4310621228338,0.574925225014831,0.551309959737877,-0.758238237636979,0.57006484653959,38.1701246644122,0.400264591749588,8.42608481082284e-07,4.14077541981964,0.000107092598068975,arrhenius,18.7513652089919,169.873493950562,NA
p01,T60,GPP,-7.45368427435578,1.2079836758562,0.814255082673351,0.803935920599648,0.902360838397451,2.02982314317247,88.9682777217693,1.69053512874327,0.000338604948853532,0.135988769220946,5.34951177116511e-08,linear,-7.45368427435578,1.2079836758562,NA
p01,T60,GPP,-1.53602859441177,0.261380306861372,0.757509947213853,0.744038277614623,0.870350473782748,0.520288901127304,34.5154893113256,0.433321822844251,0.00231466115294596,0.0348569517209455,6.08286390073917e-07,exponential,0.215234188587509,0.261380306861372,13.650867443876
p01,T60,GPP,4.28696696492523,-29.3891546380747,0.814688631631729,0.80439355561127,-0.902601036799609,0.454829504171563,29.1370251605798,0.319353397965147,8.13399652842654e-11,3.30374139453548,5.23694719416008e-08,arrhenius,72.7454939226137,244.355303341942,NA
p01,T60,NEE,-4.2926984486555,0.627178814722357,0.657063490618227,0.638011462319239,0.810594529107017,1.59409234916169,79.3025115819884,1.32763739726942,0.00461157738538832,0.106796819868856,1.46439874800792e-05,linear,-4.2926984486555,0.627178814722357,NA
p01,T60,NEE,-1.77664781693534,0.221416941243746,0.5462544850964,0.516004784102826,0.739090309161472,0.577323146052699,33.4381304797214,0.686875757454983,0.0206435487933955,0.0521043379600777,0.000699445956609433,exponential,0.169204401774051,0.221416941243746,9.15380291838741
p01,T60,NEE,3.86605364552525,-34.3455529289748,0.575231088165591,0.546913160709963,-0.758439904122661,0.558584858215471,32.3162797935345,0.632626674061593,1.99197018532888e-05,7.62044039062448,0.000417409315632267,arrhenius,47.753561260874,285.565138152479,NA
p01,T70,ER,-3.64921916033916,0.610287967896714,0.540560270629489,0.507743147103024,0.735228039882518,1.60618334690574,64.4330755072963,1.89723769970389,0.0750024023747701,0.150370624001071,0.00117343693984556,linear,-3.64921916033916,0.610287967896714,NA
p01,T70,ER,-1.47633744115134,0.208918759240662,0.46205940711379,0.423635079050489,0.679749517920969,0.643522575869726,35.1639893525664,0.760134447852824,0.0725066915431997,0.0602464790079697,0.00376936838985802,exponential,0.228472953483773,0.208918759240662,8.07834958515804
p01,T70,ER,3.37540421296836,-26.6256114319178,0.460228583104417,0.421673481897589,-0.678401491083574,0.644616726274426,35.2183512081709,0.678047009702043,0.000202573590867571,7.70643854826465,0.00386615115070443,arrhenius,29.2360990035025,221.377900733561,NA
p01,T70,GPP,-8.63361229742785,1.30841474346348,0.707421025900974,0.686522527751043,0.841083245523874,2.40212776308639,77.3128879817515,2.83741414727811,0.00877469950177788,0.224886810936905,4.46002605589147e-05,linear,-8.63361229742785,1.30841474346348,NA
p01,T70,GPP,-1.48549199101609,0.261366277152707,0.598820871997373,0.570165219997186,0.773835171078036,0.610714668506115,33.4895173446164,0.721381463133771,0.0585768720913588,0.0571750080504731,0.000435604177394767,exponential,0.226390930968267,0.261366277152707,13.6489524012839
p01,T70,GPP,4.73481750964892,-35.0716288731243,0.661212669658971,0.637013574634612,-0.813149844529882,0.56121951812889,30.7849499138677,0.590324762829246,1.32885834239657e-06,6.70941902724651,0.000128056536316212,arrhenius,113.84268163152,291.602076259984,NA
p01,T70,NEE,-4.98439313708868,0.698126775566769,0.555358042828172,0.523597903030184,0.745223485156078,1.78328633489217,67.7801841446037,2.10643328511782,0.032925439964812,0.166950976964683,0.000922940858053723,linear,-4.98439313708868,0.698126775566769,NA
p01,T70,NEE,-1.93389560076584,0.238639210099701,0.482976871045818,0.443205861126265,0.694965373990545,0.635089213138461,32.8019494367427,0.883221977666623,0.0473943675500733,0.0684797152315851,0.00402970232119917,exponential,0.14458385898483,0.238639210099701,10.8741901039014
